id; name; recentReviews; tag0; tag1; tag2; tag3; tag4; tag5; tag6; tag7; tag8; tag9; tag10; tag11; tag12; tag13; tag14; tag15; tag16; tag17; tag18; tag19; tag20
3092260; Sit-Back Attack; 78; Early Access; RPG; Auto Battler; Idler; Management; Simulation; Combat; Turn-Based Combat; Loot; Strategy; Incremental; 2D; Fantasy; Casual; Character Customization; Crafting; Local Multiplayer; Team-Based; PvP; Singleplayer
1903340; Clair Obscur: Expedition 33; 91; Turn-Based Combat; Story Rich; Fantasy; Great Soundtrack; RPG; Singleplayer; JRPG; Exploration; Lore-Rich; Adventure; Party-Based RPG; Dark Fantasy; Action RPG; Souls-like; 3D; Character Customization; Post-apocalyptic; Action; Indie; Artificial Intelligence
